sequence,seqid,label
MTTL TTLH TLHY LHYY HYYL YYLN YLNE LNEA NEAL EALL ALLN LLNI LNII NIIE IIEN IENR ENRR NRRQ RRQN RQNF QNFA NFAF FAFL AFLV FLVF LVFL VFLS FLSL LSLS SLSF LSFI SFIG FIGI IGII GIII IIIT IITD ITDS TDSL DSLI SLIY LIYS IYSV YSVS SVSL VSLK SLKA LKAE KAEE AEEE EEEL EELK ELKV LKVH KVHS VHSD HSDK SDKV DKVI KVIF VIFV IFVK FVKL VKLY KLYR LYRP YRPK RPKT PKTV KTVG TVGY VGYI GYIT YITE ITEK TEKF EKFI KFIT FITV ITVS TVSK VSKV SKVL KVLS VLSF LSFS SFSK FSKS SKSA KSAF SAFL AFLY FLYV LYVS YVSD VSDT SDTP DTPF TPFS PFSG FSGE SGEL GELF ELFS LFSV FSVN SVNG VNGI NGID GIDK IDKL DKLG KLGL LGLN GLNT LNTE NTEY TEYS EYSG YSGD SGDL GDLN DLND LNDK NDKY DKYN KYNG YNGN NGNV GNVA NVAI VAIV AIVN IVNE VNES NESS ESSP SSPF SPFF PFFS FFSK FSKK SKKQ KKQI KQIF QIFI IFIN FING INGV NGVP GVPF VPFK PFKI FKII KIIG IIGV IGVR GVRL VRLN RLNS LNSK NSKT SKTD KTDF TDFL DFLD FLDS LDSL DSLG SLGL LGLK GLKA LKAS KASQ ASQS SQSD QSDE SDEH DEHI EHIF HIFI IFIP FIPL IPLE PLET LETM ETMF TMFK MFKV FKVK KVKL VKLD KLDN LDNR DNRV NRVN RVNA VNAV NAVK AVKI VKIF KIFL IFLD FLDN LDNI DNIV NIVT IVTK VTKR TKRD KRDI RDIN DINN INNV NNVK NVKR VKRV KRVL RVLY VLYD LYDN YDND DNDI NDIR DIRK IRKF RKFD KFDI FDIV DIVT IVTS VTSL TSLN SLNA LNAK NAKE AKEA KEAV EAVD AVDR VDRV DRVL RVLE VLER LERF ERFS RFSL FSLL,VFG035902,VFC0086
MRHI RHIL HILY ILYS LYSF YSFL SFLA FLAI LAIN AINA INAY NAYL AYLF YLFS LFST FSTQ STQT TQTL QTLA TLAK LAKD AKDC KDCI DCII CIID IIDN IDNF DNFF NFFQ FFQK FQKS QKSI KSIQ SIQF IQFN QFNS FNSY NSYS SYSL YSLD SLDI LDIE DIEE IEEL EELD ELDI LDIN DINK INKH NKHN KHNN HNNI NNIK NIKT IKTM KTML TMLP MLPD LPDI PDIN DINI INIG NIGL IGLG GLGQ LGQY GQYI QYIN YINN INNN NNNQ NNQW NQWF QWFS WFSS FSSI SSIT SITD ITDS TDSN DSNF SNFY NFYL FYLS YLSL LSLS SLSY LSYN SYNL YNLL NLLS LLSA LSAY SAYE AYEA YEAK EAKM AKMQ KMQN MQND QNDK NDKL DKLD KLDI LDIA DIAN IANY ANYL NYLK YLKY LKYI KYIE YIEM IEML EMLS MLSE LSER SERN ERNN RNNY NNYI NYII YIIN IINL INLF NLFS LFSE FSEI SEII EIIN IINY INYK NYKI YKIK KIKK IKKS KKSH KSHL SHLM HLML LMLM MLML LMLE MLER LERY ERYR RYRK YRKL RKLN KLNK LNKE NKEY KEYE EYEI YEIA EIAK IAKR AKRK KRKM RKMS KMSI MSIG SIGL IGLI GLIS LISV ISVL SVLD VLDV LDVE DVEM VEMR EMRY MRYN RYNI YNIL NILQ ILQK LQKI QKIR KIRF IRFD RFDI FDID DIDV IDVL DVLE VLEE LEEE EEEE EEES EESL ESLL SLLS LLSD LSDK SDKI DKIS KISR ISRE SREY REYH EYHV YHVP HVPE VPES PESA ESAI SAIP AIPD IPDI PDIT DITY ITYH TYHK YHKL HKLK KLKE LKEC KECK ECKT CKTA KTAD TADF ADFY DFYT FYTL YTLL TLLA LLAE LAEN AENK ENKK NKKL KKLK KLKI LKIK KIKA IKAA KAAD AADI ADID DIDN IDND DNDI NDIR DIRK IRKL,VFG035909,VFC0086
MKQK KQKM QKMN KMNF MNFR NFRK FRKL RKLD KLDM LDMR DMRL MRLN RLNI LNII NIIV IIVY IVYI VYII YIII IIIF IIFF IFFC FFCS FCST CSTF STFP TFPI FPIQ PIQG IQGK QGKC GKCD KCDN CDNY DNYY NYYG YYGV YGVL GVLH VLHG LHGN HGNK GNKN NKNV KNVK NVKY VKYK KYKS YKSP KSPF SPFA PFAG FAGV AGVV GVVI VVIL VILE ILED LEDM EDMI DMIE MIEG IEGN EGNV GNVV NVVT VVTV VTVE TVER VERK ERKL RKLF KLFS LFSV FSVL SVLN VLNH LNHE NHEY HEYT EYTA YTAK TAKK AKKD KKDI KDIV DIVA IVAM VAMK AMKR MKRN KRNM RNME NMEE MEEK EEKK EKKL KKLS KLSR LSRL SRLK RLKG LKGA KGAK GAKI AKIH KIHL IHLT HLTS LTSM TSMF SMFS MFSK FSKG SKGL KGLI GLIS LISR ISRE SRES RESL ESLH SLHD LHDI HDID DIDE IDEK DEKI EKIS KISN ISNT SNTE NTEL TELT ELTI LTIM TIMG IMGL MGLD GLDI LDIE DIES IESK ESKN SKNL KNLE NLEQ LEQL EQLL QLLK LLKL LKLS KLSS LSSP SSPF SPFL PFLH FLHT LHTP HTPF TPFI PFII FIIR IIRN IRNI RNIF NIFV IFVT FVTN VTNE TNEQ NEQY EQYV QYVN YVNA VNAG NAGD AGDD GDDI DDIM DIMS IMSV MSVE SVEL VELL ELLD LLDN LDNF DNFY NFYI FYID YIDV IDVK DVKF VKFD KFDP FDPV DPVS PVSI VSIT SITG ITGN TGNI GNIR NIRD IRDK RDKR DKRI KRIR RIRY IRYR RYRS YRSL RSLV SLVN LVNS VNSL NSLM SLMG LMGS MGSA GSAT SATV ATVV TVVK VVKN VKNI KNIR NIRA IRAS RASG ASGE SGES GEST ESTQ STQG TQGE QGED GEDT EDTS DTSG TSGL SGLR GLRS LRSI RSIT SITL ITLL,VFG035916,VFC0086
MIRV IRVK RVKI VKIH KIHK IHKK HKKP KKPI KPIE PIEN IENR ENRT NRTI RTIL TILN ILNN LNNS NNST NSTI STIE TIEI IEIK EIKE IKEG KEGS EGSF GSFN SFNI FNII NIIT IITG ITGP TGPS GPSG PSGV SGVG GVGK VGKT GKTS KTSL TSLL SLLN LLNI LNII NIIG IIGL IGLL GLLD LLDN LDNA DNAF NAFV AFVG FVGE VGEY GEYE EYEL YELF ELFG LFGK FGKK GKKV KKVE KVEI VEIK EIKD IKDN KDNS DNSI NSIT SITT ITTY TTYI TYIR YIRR IRRK RRKY RKYF KYFG YFGF FGFI GFIF FIFQ IFQD FQDS QDSL DSLI SLIN LINV INVK NVKQ VKQN KQNV QNVL NVLR VLRN LRNI RNIL NILC ILCS LCSV CSVD SVDS VDSQ DSQN SQNI QNII NIIA IIAA IAAR AARE ARER RERI ERIN RINE INEV NEVL EVLV VLVS LVSV VSVG SVGL VGLS GLSN LSNI SNIN NINN INNN NNNV NNVS NVSF VSFL SFLS FLSG LSGG SGGE GGEK GEKQ EKQR KQRL QRLA RLAL LALA ALAR LARA ARAL RALI ALIK LIKK IKKP KKPS KPSI PSIL SILL ILLA LLAD LADE ADEP DEPT EPTA PTAS TASL ASLD SLDI LDIK DIKN IKNK KNKK NKKL KKLV KLVM LVMN VMNI MNIL NILS ILSE LSEY SEYN EYNN YNNQ NNQG NQGG QGGT GGTV GTVV TVVM VVMV VMVT MVTH VTHD THDL HDLE DLEL LELI ELID LIDE IDEN DENM ENMT NMTL MTLI TLIQ LIQL IQLL QLLN LLNT,VFG035923,VFC0086
MKFA KFAI FAIV AIVL IVLL VLLY LLYF LYFF YFFA FFAY FAYY AYYL YYLA YLAA LAAR AARK ARKR RKRR KRRV RRVS RVSL VSLF SLFF LFFT FFTI FTIL TILL ILLY LLYS LYSI YSII SIIF IIFS IFSG FSGM SGMY GMYF MYFS YFSS FSSG SSGF SGFL GFLE FLEY LEYY EYYG YYGS YGSS GSSN SSNL SNLY NLYL LYLS YLSF LSFG SFGL FGLL GLLC LLCY LCYN CYNM YNMI NMIT MITL ITLV TLVI LVIY VIYG IYGF YGFL GFLS FLSS LSSY SSYG SYGL YGLL GLLG LLGA LGAC GACL ACLH CLHA LHAL HALS ALSL LSLT SLTS LTSL TSLS SLSA LSAF SAFG AFGM FGMF GMFI MFIP FIPL IPLN PLNP LNPL NPLI PLIV LIVL IVLY VLYY LYYD YYDF YDFP DFPS FPSI PSIL SILP ILPR LPRT PRTD RTDI TDIP DIPV IPVL PVLN VLNL LNLL NLLI LLIL LILN ILNL LNLI NLIP LIPA IPAV PAVT AVTF VTFS TFSL FSLK SLKI LKIS KISF ISFF SFFL FFLR FLRS LRSL RSLI SLIL LILL ILLL LLLL LLLF LLFP LFPL FPLI PLIW LIWK IWKT WKTP KTPV TPVN PVNI VNIT NITH ITHP THPP HPPL PPLN PLNI LNIV NIVI IVIV VIVQ IVQV VQVG QVGL VGLY GLYF LYFK YFKK FKKV KKVG KVGV VGVR GVRG VRGN RGNF GNFY NFYT FYTD YTDL TDLN DLNE LNEF NEFV EFVR FVRN VRNK RNKK NKKV KKVD KVDL VDLI DLII LIIL IILS ILSE LSEN SENV ENVF NVFF VFFG FFGY FGYK GYKN YKND KNDY NDYI DYIK YIKE IKER KERT ERTK RTKH TKHL KHLL HLLK LLKQ LKQL KQLK QLKD LKDN KDNR DNRL NRLH RLHY LHYK HYKY YKYG KYGI YGIL GILM ILMN LMNL MNLY NLYG LYGY YGYQ GYQD YQDI QDIN,VFG035929,VFC0086
MKNI KNIT NITF ITFI TFIF FIFF IFFI FFIL FILL ILLA LLAS LASP ASPL SPLY PLYA LYAN YANG ANGD NGDK GDKL DKLY KLYR LYRA YRAD RADS ADSR DSRP SRPP RPPD PPDE PDEI DEIK EIKR IKRS KRSG RSGG SGGL GGLM GLMP LMPR MPRG PRGH RGHN GHNE HNEY NEYF EYFD YFDR FDRG DRGT RGTQ GTQM TQMN QMNI MNIN NINL INLY NLYD LYDH YDHA DHAR HARG ARGT RGTQ GTQT TQTG QTGF TGFV GFVR FVRY VRYD RYDD YDDG DDGY DGYV GYVS YVST VSTS STSL TSLS SLSL LSLR SLRS LRSA RSAH SAHL AHLA HLAG LAGQ AGQS GQSI QSIL SILS ILSG LSGY SGYS GYST YSTY STYY TYYI YYIY YIYV IYVI YVIA VIAT IATA ATAP TAPN APNM PNMF NMFN MFNV FNVN NVND VNDV NDVL DVLG VLGV LGVY GVYS VYSP YSPH SPHP PHPY HPYE PYEQ YEQE EQEV QEVS EVSA VSAL SALG ALGG LGGI GGIP GIPY IPYS PYSQ YSQI SQIY QIYG IYGW YGWY GWYR WYRV YRVN RVNF VNFG NFGV FGVI GVID VIDE IDER DERL ERLH RLHR LHRN HRNR RNRE NREY REYR EYRD YRDR RDRY DRYY RYYR YYRN YRNL RNLN NLNI LNIA NIAP IAPA APAE PAED AEDG EDGY DGYR GYRL YRLA RLAG LAGF AGFP GFPP FPPD PPDH PDHQ DHQA HQAW QAWR AWRE WREE REEP EEPW EPWI PWIH WIHH IHHA HHAP HAPQ APQG PQGC QGCG GCGN CGNS GNSS NSSR SSRT SRTI RTIT TITG ITGD TGDT GDTC DTCN TCNE CNEE NEET EETQ ETQN TQNL QNLS NLST LSTI STIY TIYL IYLR YLRK LRKY RKYQ KYQS YQSK QSKV SKVK KVKR VKRQ KRQI RQIF QIFS IFSD FSDY SDYQ DYQS YQSE QSEV SEVD EVDI VDIY,VFG036066,VFC0086
MKDI KDIT DITL ITLP TLPP LPPP PPPT PPTS PTSA TSAS SASC ASCL SCLT CLTG LTGA TGAI GAIS AISV ISVN SVNT VNTE NTEA TEAV EAVL AVLS VLSP LSPM SPMQ PMQH MQHT QHTS HTSA TSAL SALH ALHV LHVR HVRD VRDF RDFA DFAS FASL ASLC SLCS LCSQ CSQN SQNL QNLK NLKA LKAN KANV ANVL NVLL VLLN LLNS LNSD NSDD SDDH DDHE DHEV HEVP EVPI VPIH PIHQ IHQK HQKN QKNP KNPA NPAA PAAI AAIM AIMQ IMQN MQNI QNID NIDS IDSN DSNI SNIK NIKQ IKQM KQMA QMAT MATD ATDW TDWG DWGM WGMS GMSI MSIE SIEE IEEV EEVE EVEV VEVI EVII VIIG IIGR IGRE GREK REKG EKGI KGIV GIVE IVEP VEPS EPSC PSCG SCGV CGVT GVTA VTAN TANA ANAI NAIM AIMK IMKL MKLF KLFL LFLD FLDK LDKD DKDG KDGF DGFS GFSY FSYC SYCF YCFE CFEN FENE ENEQ NEQT EQTL QTLS TLSL LSLE SLEQ LEQL EQLQ QLQE LQER QERL ERLS RLSC LSCM SCMP CMPE MPEC PECK ECKS CKSF KSFV SFVL FVLR VLRV LRVN RVND VNDG NDGA DGAL GALG ALGH LGHA GHAY HAYI AYIV YIVD IVDI VDIP DIPK IPKG PKGE KGEN GENS ENSC NSCR SCRP CRPA RPAF PAFL AFLY FLYQ LYQS YQSD QSDL SDLG DLGE LGEG GEGV EGVT GVTR VTRK TRKL RKLR KLRF LRFE RFED FEDW EDWM DWMT WMTH MTHK THKA HKAL KALT ALTP LTPI TPIL PILL ILLD LLDD LDDI DDIC DICN ICNY CNYF NYFS YFSC FSCM SCMS CMSQ MSQN SQNK QNKT NKTD KTDL TDLE DLEQ LEQI EQIA QIAT IATL ATLF TLFD LFDI FDID DIDG IDGN DGNV GNVK NVKM VKML KMLR MLRK LRKE RKEN KENI ENIQ,VFG042218,VFC0086
TVNS VNSC NSCG SCGF CGFG GFGF FGFS GFSI FSIT SITK ITKA TKAP KAPY APYS PYSS YSSG SSGQ SGQK GQKP QKPV KPVI PVID VIDG IDGF DGFF GFFL FFLG FLGA LGAR GARR ARRI RRIS RISF ISFS SFSY FSYP SYPR YPRL PRLE RLES LESE ESEL SELI ELIQ LIQC IQCI QCIN CINL INLK NLKN LKNE KNEG NEGK EGKK GKKN KKNE KNEW NEWM EWMK WMKE MKEE KEES EESI ESIC SICF ICFV CFVS FVSR VSRD SRDV RDVN DVNK VNKL NKLL KLLD LLDM LDMF DMFA MFAK FAKN AKNN KNNQ NNQT NQTN QTNI TNIP NIPK IPKG PKGV KGVR GVRE VRER RERV ERVF RVFQ VFQL FQLA QLAS LASF ASFY SFYC FYCG YCGF CGFS GFSL FSLD SLDA LDAR DARC ARCA RCAQ CAQA AQAS QAST ASTH STHH THHM HHMI HMIL MILN ILNS LNSQ NSQY SQYF QYFQ YFQK FQKK QKKM KKMD KMDT MDTL DTLL TLLT LLTS LTSV TSVD SVDI VDIN DINV INVR NVRN VRNQ RNQC NQCV QCVR CVRT VRTA RTAL TALS ALSS LSSL SSLA SLAD LADT ADTF DTFF TFFE FFEN FENN ENNV NNVN NVNN VNNI NNID NIDM IDMN DMNK MNKL NKLR KLRD LRDR RDRV DRVH RVHN VHNT HNTI NTIV TIVQ IVQE VQEV,VFG042219,VFC0086
MNKI NKIY KIYA IYAL YALK ALKY LKYC KYCH YCHA CHAT HATG ATGG TGGL GGLI GLIA LIAV IAVS AVSE VSEL SELA ELAS LASR ASRV SRVM RVMK VMKK MKKA KKAA KAAR AARG ARGS RGSL GSLL SLLA LLAL LALF ALFN LFNL FNLS NLSL LSLY SLYG LYGA YGAF GAFL AFLS FLSA LSAS SASQ ASQA SQAA QAAQ AAQL AQLN QLNI LNID NIDN IDNV DNVW NVWA VWAR WARD ARDY RDYL DYLD YLDL LDLA DLAQ LAQN AQNK QNKG NKGV KGVF GVFK VFKA FKAG KAGA AGAT GATN ATNV TNVS NVSI VSIQ SIQL IQLK QLKN LKNG KNGQ NGQT GQTF QTFN TFNF FNFP NFPN FPNV PNVP NVPI VPIP PIPD IPDF PDFS DFSP FSPA SPAS PASN ASNK SNKG NKGA KGAT GATT ATTS TTSI TSIG SIGG IGGA GGAY GAYS AYSV YSVT SVTA VTAT TATH ATHN THNG HNGT NGTT GTTH TTHH THHA HHAI HAIS AIST ISTQ STQN TQNW QNWG NWGQ WGQS GQSS QSSY SSYK SYKY YKYI KYID YIDR IDRM DRMT RMTN MTNG TNGD NGDF GDFA DFAV FAVT AVTR VTRL TRLD RLDK LDKF DKFV KFVV FVVE VVET VETT ETTG TTGV TGVK GVKN VKNS KNSV NSVD SVDF VDFS DFSL FSLN SLNS LNSH NSHD SHDA HDAL DALE ALER LERY ERYG RYGV YGVE GVEI VEIN EING INGE NGEK GEKK EKKI KKII KIIG IIGF IGFR GFRV FRVG RVGA VGAG GAGT AGTT GTTY TTYT TYTV YTVQ TVQN VQNG QNGN NGNT GNTY NTYS TYST YSTG STGQ TGQV GQVY QVYN VYNP YNPL NPLL PLLL LLLS LLSA LSAS SASM ASMF SMFQ MFQL FQLN QLNW LNWD NWDN WDNK DNKR NKRP KRPY RPYN PYNN YNNT NNTT NTTP TTPF TPFY PFYN FYNE YNET,VFG042336,VFC0086
MVVK VVKF VKFM KFMS FMSE MSEP SEPF EPFF PFFR FFRL FRLR RLRG LRGL RGLS GLSA LSAA SAAR AARL ARLQ RLQM LQML QMLE MLEH LEHG EHGR HGRL GRLS RLSV LSVP SVPV VPVA PVAV VAVL AVLS VLSV LSVC SVCL VCLP CLPL LPLS PLSV LSVQ SVQA VQAA QAAP AAPV APVL PVLQ VLQN LQNA QNAG NAGS AGSL GSLG SLGN LGNQ GNQL NQLR QLRQ LRQE RQEE QEES EESR ESRS SRSV RSVH SVHI VHIP HIPE IPEL PELA ELAA LAAP AAPD APDV PDVA DVAS VASS ASSA SSAE SAET AETA ETAQ TAQP AQPF QPFR PFRD FRDA RDAS DASS ASSE SSER SERV ERVI RVIL VILK ILKH LKHI KHIR HIRL IRLS RLSG LSGA SGAP GAPS APSS PSSL SSLS SLSV LSVP SVPV VPVE PVEP VEPV EPVL PVLR VLRA LRAC RACI ACIG CIGR IGRP GRPL RPLS PLSF LSFA SFAD FADL ADLR DLRS LRSL RSLS SLSA LSAE SAEL AELT ELTA LTAL TALY ALYR LYRD YRDA RDAG DAGL AGLM GLMA LMAA MAAR AARV ARVI RVII VIIS IISR ISRQ SRQV RQVI QVIR VIRD IRDG RDGE DGEL GELN ELNL LNLT NLTV LTVL TVLP VLPG LPGT PGTA GTAD TADR ADRA DRAT RATV ATVS TVSN VSNT SNTA NTAP TAPV APVR PVRD VRDD RDDF DDFL DFLT FLTS LTSM TSMV SMVS MVSA VSAA SAAT AATP ATPE TPEG PEGQ EGQP GQPV QPVL PVLR VLRK LRKQ RKQA KQAE QAER AERL ERLS RLSL LSLL SLLL LLLN LLNE LNEI NEIP EIPG IPGV PGVE GVEA VEAS EASI ASIS SISL ISLS SLSP LSPG SPGK PGKK GKKS KKSG KSGT SGTT GTTA TTAV TAVV AVVA VVAD VADV ADVR DVRP VRPG RPGR PGRR GRRA RRAG RAGG AGGY,VFG042382,VFC0086
MSGA SGAV GAVN AVNS VNSI NSIL SILE ILEV LEVK EVKS VKSG KSGR SGRT GRTE RTEY TEYI EYIL YILS ILSP LSPV SPVF PVFE VFEP FEPV EPVW PVWD VWDQ WDQT DQTG QTGK TGKI GKIF KIFA IFAF FAFE AFEM FEML EMLS MLSD LSDI SDIR DIRS IRSA RSAK SAKD AKDG KDGR DGRK GRKI RKIC KICA ICAS CASV ASVF SVFF VFFR FFRS FRSA RSAS SASP ASPD SPDI PDIQ DIQY IQYK QYKI YKIL KILI ILIS LISQ ISQL SQLK QLKT LKTA KTAE TAET AETL ETLH TLHK LHKW HKWC KWCL WCLQ CLQK LQKK QKKI KKIM KIML IMLS MLSV LSVN SVNI VNIS NISR ISRV SRVV RVVA VVAL VALY ALYL LYLR YLRK LRKH RKHG KHGI HGIP GIPG IPGR PGRP GRPG RPGT PGTH GTHI THIR HIRL IRLE RLEV LEVS EVSE VSED SEDF EDFP DFPA FPAV PAVA AVAL VALK ALKP LKPG KPGD PGDD GDDP DDPL DPLL PLLR LLRF LRFL RFLS FLSE LSER SERF ERFT RFTL FTLW TLWL LWLD WLDD LDDF DDFG DFGS FGSG GSGN SGNA GNAG NAGL AGLM GLMW LMWG MWGL WGLS GLSG LSGM SGMF GMFE MFER FERV ERVK RVKI VKIS KISH ISHE SHEF HEFF EFFH FFHY FHYA HYAL YALK ALKN LKNR KNRC NRCA RCAM CAMP AMPL MPLL PLLH LLHA LHAV HAVA AVAD VADT ADTV DTVA TVAC VACY ACYN CYNR YNRG NRGV RGVI GVIL VILE ILEG LEGV EGVE GVEN VENE ENEA NEAL EALF ALFR LFRI FRIA RIAR IARD ARDM RDMN DMNV MNVQ NVQG VQGC QGCQ GCQG CQGW QGWL GWLY WLYR LYRR YRRV RRVE RVEA VEAD EADE ADEL DELS ELSA LSAI SAII AIIE IIEL IELH ELHG,VFG042389,VFC0086
MRTC RTCT TCTQ CTQA TQAV QAVC AVCF VCFS CFSN FSNM SNME NMEN MENN ENNE NNEM NEMN EMNN MNNT NNTD NTDT TDTL DTLE TLEK LEKI EKII KIIR IIRH IRHQ RHQK HQKN QKNK KNKD NKDP KDPV DPVY PVYP VYPF YPFR PFRE FREH REHL EHLL HLLM LLMQ LMQL MQLC QLCI LCIR CIRA IRAN RANK ANKR NKRM KRMQ RMQD MQDN QDNI DNIS NISE ISEF SEFL EFLG FLGA LGAY GAYG AYGI YGIN GINH INHS NHSV HSVY SVYM VYMV YMVL MVLT VLTT LTTL TTLF TLFT LFTA FTAE TAES AESH ESHC SHCL HCLS CLSP LSPS SPSE PSEI SEIS EISQ ISQK SQKL QKLQ KLQF LQFT QFTR FTRT TRTN RTNI TNIT NITR ITRI TRIT RITD ITDF TDFL DFLE FLEK LEKT EKTG KTGY TGYV GYVK YVKR VKRT KRTD RTDS TDSR DSRE SRED REDR EDRR DRRA RRAK RAKK AKKI KKIS KISL ISLT SLTS LTSE TSEG SEGM EGMF GMFF MFFI FFIQ FIQR IQRL QRLT RLTL LTLA TLAQ LAQS AQSM QSMY SMYL MYLK YLKE LKEI KEIW EIWG IWGY WGYL GYLT YLTH LTHD THDE HDEQ DEQE EQEL QELF ELFE LFEV FEVI EVIN VINK INKK NKKL KKLL KLLA LLAH LAHL AHLD HLDD LDDV DDVS DVSS,VFG042390,VFC0086
MSGA SGAV GAVN AVNS VNSI NSIL SILE ILEV LEVK EVKS VKSG KSGR SGRT GRTE RTEY TEYI EYIL YILS ILSP LSPV SPVF PVFE VFEP FEPV EPVW PVWN VWNQ WNQT NQTG QTGK TGKI GKIF KIFA IFAF FAFE AFEM FEML EMLS MLSD LSDI SDIR DIRS IRSA RSAK SAKD AKDG KDGR DGRK GRKI RKIC KICA ICAS CASV ASVF SVFF VFFR FFRS FRSA RSAP SAPP APPD PPDI PDIQ DIQY IQYK QYKI YKIL KILI ILIS LISQ ISQL SQLK QLKT LKTA KTAE TAET AETL ETLH TLHK LHKW HKWC KWCL WCLQ CLQK LQKK QKKI KKIM KIML IMLS MLSV LSVN SVNI VNIS NISR ISRV SRVV RVVA VVAL VALY ALYL LYLR YLRK LRKH RKHG KHGI HGIP GIPG IPGR PGRP GRPG RPGT PGTH GTHI THIR HIRL IRLE RLEV LEVS EVSE VSED SEDF EDFP DFPA FPAV PAVA AVAL VALK ALKP LKPG KPGD PGDD GDDP DDPL DPLL PLLR LLRF LRFL RFLS FLSE LSER SERF ERFT RFTL FTLW TLWL LWLD WLDD LDDF DDFG DFGS FGSG GSGN SGNA GNAG NAGL AGLM GLMW LMWG MWGL WGLS GLSG LSGM SGMF GMFE MFER FERV ERVK RVKI VKIS KISH ISHE SHEF HEFF EFFH FFHY FHYA HYAL YALK ALKN LKNR KNRC NRCA RCAM CAMS AMSL MSLL SLLH LLHA LHAV HAVA AVAD VADS ADSV DSVA SVAC VACH ACHN CHNR HNRG NRGV RGVI GVIL VILE ILEG LEGV EGVE GVEN VENE ENEA NEAL EALF ALFR LFRI FRIA RIAR IARD ARDM RDMN DMNV MNVQ NVQG VQGC QGCQ GCQG CQGW QGWL GWLY WLYR LYRR YRRV RRVE RVEA VEAD EADE ADEL DELS ELSA LSAI SAIT AITE ITEL TELH ELHG,VFG042568,VFC0086
MRAC RACT ACTQ CTQT TQTV QTVC TVCF VCFS CFSN FSNM SNME NMEN MENN ENNE NNEM NEMN EMNN MNNT NNTD NTDT TDTL DTLE TLEK LEKI EKII KIIR IIRH IRHQ RHQK HQKN QKNK KNKD NKDP KDPA DPAY PAYP AYPF YPFQ PFQE FQEH QEHL EHLL HLLM LLMQ LMQL MQLC QLCI LCIR CIRA IRAN RANK ANKR NKRM KRMQ RMQD MQDN QDNI DNIS NISE ISEF SEFL EFLG FLGA LGAY GAYG AYGI YGIN GINH INHS NHSV HSVY SVYM VYMV YMVL MVLT VLTT LTTL TTLF TLFT LFTA FTAE TAES AESH ESHC SHCL HCLS CLSP LSPS SPSE PSEI SEIS EISQ ISQK SQKL QKLQ KLQF LQFT QFTR FTRT TRTN RTNI TNIT NITR ITRI TRIT RITD ITDF TDFL DFLE FLEK LEKT EKTG KTGY TGYV GYVK YVKR VKRT KRTD RTDS TDSR DSRE SRED REDR EDRR DRRA RRAK RAKK AKKI KKIS KISL ISLT SLTS LTSE TSEG SEGM EGMF GMFF MFFI FFIQ FIQR IQRL QRLT RLTL LTLA TLAQ LAQS AQSM QSMY SMYL MYLK YLKE LKEI KEIW EIWG IWGY WGYL GYLT YLTH LTHD THDE HDEQ DEQE EQEL QELF ELFE LFEV FEVI EVIN VINK INKK NKKL KKLL KLLA LLAH LAHL AHLD HLDD LDDV DDVS DVSS,VFG042569,VFC0086
MVSK VSKI SKIM KIMN IMNK MNKK NKKY KKYE KYEK YEKG EKGL KGLS GLSL LSLI SLIE LIES IESA ESAM SAMV AMVL MVLA VLAL LALA ALAA LAAT AATV ATVT TVTA VTAG TAGV AGVM GVMF VMFY MFYY FYYQ YYQS YQSA QSAS SASD ASDS SDSN DSNK SNKS NKSQ KSQN SQNA QNAI NAIS AISE ISEV SEVM EVMS VMSA MSAT SATS ATSA TSAI SAIN AING INGL NGLY GLYI LYIG YIGQ IGQT GQTS QTSY TSYS SYSG YSGL SGLD GLDS LDST DSTI STIL TILL ILLN LLNT LNTS NTSA TSAI SAIP AIPD IPDN PDNY DNYK NYKD YKDT KDTT DTTN TTNK TNKK NKKI KKIT KITN ITNP TNPF NPFG PFGG FGGE GGEL GELN ELNV LNVG NVGP VGPA GPAN PANN ANNN NNNT NNTA NTAF TAFG AFGY FGYY GYYL YYLT YLTL LTLT TLTR LTRL TRLD RLDK LDKA DKAA KAAC AACV ACVS CVSL VSLA SLAT LATL ATLN TLNL LNLG NLGT LGTS GTSA TSAK SAKG AKGY KGYG GYGV YGVN GVNI VNIS NISG ISGE SGEN GENN ENNI NNIT NITS ITSF TSFG SFGN FGNS GNSA NSAD SADQ ADQA DQAA QAAK AAKS AKST KSTA STAI TAIT AITP ITPA TPAE PAEA AEAA EAAT AATA ATAC TACK ACKN CKNT KNTD NTDS TDST DSTN STNK TNKV NKVT KVTY VTYF TYFM YFMK,VFG042784,VFC0086
